athlete,avg_hr,avg_power,category,classification_confidence,durability_index,duration_min,error,file,ftp_used,intensity_factor,max_power,normalized_power,np_drift_pct,parsed,parser_note,quality_score,subtype,tss
003_Athlete_03,138.0,236.1,HIIT,0.45,,71.0,,003_activity_031.fit,298.7,0.907,399.0,270.9,4.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,97.4
003_Athlete_03,138.4,259.9,HIIT,0.45,,105.0,,003_activity_032.fit,298.7,0.969,400.0,289.4,-3.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,164.3
003_Athlete_03,141.6,241.9,HIIT,0.45,95.9,171.0,,003_activity_033.fit,298.7,0.937,398.0,279.9,1.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,250.3
003_Athlete_03,138.4,237.0,HIIT,0.45,,116.0,,003_activity_034.fit,298.7,0.912,396.0,272.4,-2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,160.8
003_Athlete_03,135.2,245.7,HIIT,0.45,,103.0,,003_activity_035.fit,298.7,0.936,399.0,279.6,1.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,150.4
003_Athlete_03,135.0,246.2,HIIT,0.45,,119.0,,003_activity_036.fit,298.7,0.93,398.0,277.7,2.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,171.4
003_Athlete_03,134.3,252.2,HIIT,0.45,103.9,124.0,,003_activity_037.fit,298.7,0.937,396.0,280.0,3.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,181.6
003_Athlete_03,142.5,253.9,HIIT,0.45,94.8,132.0,,003_activity_038.fit,298.7,0.953,398.0,284.8,-2.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,200.0
003_Athlete_03,145.6,238.3,HIIT,0.45,,108.0,,003_activity_039.fit,298.7,0.907,400.0,270.8,6.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,148.0
003_Athlete_03,140.4,242.5,HIIT,0.45,98.6,154.0,,003_activity_040.fit,298.7,0.925,399.0,276.3,-0.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,219.6
003_Athlete_03,143.8,257.3,HIIT,0.45,,65.0,,003_activity_041.fit,298.7,0.947,398.0,282.9,3.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,97.2
003_Athlete_03,136.5,257.1,HIIT,0.45,102.4,143.0,,003_activity_042.fit,298.7,0.959,400.0,286.4,0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,219.2
003_Athlete_03,140.5,250.6,HIIT,0.45,,60.0,,003_activity_043.fit,298.7,0.948,399.0,283.2,2.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,89.9
003_Athlete_03,138.3,239.0,HIIT,0.45,,55.0,,003_activity_044.fit,298.7,0.919,396.0,274.5,8.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,77.4
003_Athlete_03,143.5,234.0,HIIT,0.45,,96.0,,003_activity_045.fit,298.7,0.912,400.0,272.3,-1.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,133.0
003_Athlete_03,139.8,236.8,HIIT,0.45,,100.0,,003_activity_046.fit,298.7,0.908,400.0,271.3,-4.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,137.5
003_Athlete_03,141.2,244.8,HIIT,0.45,100.2,176.0,,003_activity_047.fit,298.7,0.928,400.0,277.3,1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,252.7
003_Athlete_03,139.0,252.7,HIIT,0.45,95.5,162.0,,003_activity_048.fit,298.7,0.957,395.0,285.7,-1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,247.1
003_Athlete_03,138.6,259.7,HIIT,0.45,97.6,148.0,,003_activity_049.fit,298.7,0.973,399.0,290.5,-1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,233.3
003_Athlete_03,141.7,237.2,HIIT,0.45,96.4,160.0,,003_activity_050.fit,298.7,0.908,400.0,271.2,-4.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,219.8
004_Athlete_04,143.0,246.4,HIIT,0.45,,87.0,,004_activity_001.fit,305.1,0.915,398.0,279.0,-7.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,121.3
004_Athlete_04,136.2,251.0,HIIT,0.45,91.4,161.0,,004_activity_002.fit,305.1,0.919,396.0,280.3,-5.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,226.4
004_Athlete_04,141.1,264.5,STEADY,0.5,105.4,135.0,,004_activity_003.fit,305.1,0.953,400.0,290.9,2.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,204.5
004_Athlete_04,140.6,252.3,HIIT,0.45,,91.0,,004_activity_004.fit,305.1,0.935,397.0,285.4,3.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,132.7
004_Athlete_04,141.7,234.4,HIIT,0.45,,47.0,,004_activity_005.fit,305.1,0.889,398.0,271.3,-5.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,61.9
004_Athlete_04,144.8,259.1,HIIT,0.45,,89.0,,004_activity_006.fit,305.1,0.944,400.0,287.9,6.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,132.1
004_Athlete_04,136.6,255.5,HIIT,0.45,,89.0,,004_activity_007.fit,305.1,0.949,400.0,289.4,-0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,133.5
004_Athlete_04,140.0,248.7,HIIT,0.45,88.9,149.0,,004_activity_008.fit,305.1,0.921,400.0,281.0,-10.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,210.7
004_Athlete_04,138.2,247.4,HIIT,0.45,89.8,176.0,,004_activity_009.fit,305.1,0.92,397.0,280.7,-6.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,248.4
004_Athlete_04,142.1,241.9,HIIT,0.45,100.7,126.0,,004_activity_010.fit,305.1,0.901,400.0,274.8,4.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,170.3
004_Athlete_04,138.2,264.8,HIIT,0.45,87.2,154.0,,004_activity_011.fit,305.1,0.969,400.0,295.8,-10.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,241.2
004_Athlete_04,142.6,278.5,STEADY,0.5,,94.0,,004_activity_012.fit,305.1,0.999,400.0,304.7,0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,156.2
004_Athlete_04,141.1,250.4,HIIT,0.45,93.6,170.0,,004_activity_013.fit,305.1,0.921,399.0,280.9,-3.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,240.2
004_Athlete_04,140.5,233.5,HIIT,0.45,,74.0,,004_activity_014.fit,305.1,0.867,396.0,264.7,-13.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,92.8
004_Athlete_04,142.8,234.5,HIIT,0.45,104.0,149.0,,004_activity_015.fit,305.1,0.883,400.0,269.5,4.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,193.7
004_Athlete_04,137.9,262.2,HIIT,0.45,,86.0,,004_activity_016.fit,305.1,0.966,398.0,294.9,-1.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,133.9
004_Athlete_04,138.1,254.2,HIIT,0.45,,88.0,,004_activity_017.fit,305.1,0.936,390.0,285.7,-0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,128.6
004_Athlete_04,138.7,225.8,HIIT,0.45,,107.0,,004_activity_018.fit,305.1,0.837,392.0,255.4,2.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,125.0
004_Athlete_04,140.7,264.3,HIIT,0.45,,96.0,,004_activity_019.fit,305.1,0.959,399.0,292.6,3.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,147.2
004_Athlete_04,140.1,250.0,HIIT,0.45,103.2,122.0,,004_activity_020.fit,305.1,0.923,397.0,281.7,3.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,173.3
004_Athlete_04,137.8,251.1,HIIT,0.45,,86.0,,004_activity_021.fit,305.1,0.928,395.0,283.1,3.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,123.4
004_Athlete_04,147.4,246.9,HIIT,0.45,,57.0,,004_activity_022.fit,305.1,0.899,397.0,274.4,14.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,76.8
004_Athlete_04,141.9,261.8,HIIT,0.45,,57.0,,004_activity_023.fit,305.1,0.949,400.0,289.5,0.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,85.5
004_Athlete_04,138.6,243.7,HIIT,0.45,,73.0,,004_activity_024.fit,305.1,0.921,400.0,281.1,7.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,103.3
004_Athlete_04,138.7,250.1,HIIT,0.45,,61.0,,004_activity_025.fit,305.1,0.919,397.0,280.2,-3.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,85.8
004_Athlete_04,136.5,246.2,HIIT,0.45,,108.0,,004_activity_026.fit,305.1,0.91,398.0,277.5,2.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,148.9
004_Athlete_04,143.6,247.4,HIIT,0.45,,97.0,,004_activity_027.fit,305.1,0.915,398.0,279.3,0.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,135.5
004_Athlete_04,140.2,265.4,HIIT,0.45,102.4,138.0,,004_activity_028.fit,305.1,0.965,399.0,294.3,2.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,214.0
004_Athlete_04,142.3,269.4,HIIT,0.45,,83.0,,004_activity_029.fit,305.1,0.977,400.0,298.2,0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,132.2
004_Athlete_04,143.3,258.8,HIIT,0.45,,51.0,,004_activity_030.fit,305.1,0.951,394.0,290.3,2.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,76.9
004_Athlete_04,142.7,250.6,HIIT,0.45,,62.0,,004_activity_031.fit,305.1,0.925,397.0,282.1,-4.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,88.3
004_Athlete_04,140.4,260.1,STEADY,0.5,,66.0,,004_activity_032.fit,305.1,0.939,395.0,286.5,-9.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,sweet_spot,97.0
004_Athlete_04,140.5,244.1,HIIT,0.45,97.2,150.0,,004_activity_033.fit,305.1,0.9,399.0,274.6,5.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,202.5
004_Athlete_04,143.6,243.3,HIIT,0.45,111.0,168.0,,004_activity_034.fit,305.1,0.91,399.0,277.8,7.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,232.1
004_Athlete_04,138.6,239.8,HIIT,0.45,102.8,124.0,,004_activity_035.fit,305.1,0.898,398.0,273.9,0.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,166.5
004_Athlete_04,142.4,234.9,HIIT,0.45,99.8,177.0,,004_activity_036.fit,305.1,0.885,400.0,270.0,0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,231.1
004_Athlete_04,137.7,247.8,HIIT,0.45,,119.0,,004_activity_037.fit,305.1,0.926,398.0,282.4,-1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,170.0
004_Athlete_04,140.1,245.2,HIIT,0.45,,111.0,,004_activity_038.fit,305.1,0.913,400.0,278.6,3.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,154.3
004_Athlete_04,141.7,253.0,HIIT,0.45,,94.0,,004_activity_039.fit,305.1,0.931,393.0,283.9,-1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,135.7
004_Athlete_04,139.0,224.0,HIIT,0.45,,64.0,,004_activity_040.fit,305.1,0.84,397.0,256.2,-0.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,75.2
004_Athlete_04,141.4,245.6,HIIT,0.45,,114.0,,004_activity_041.fit,305.1,0.905,398.0,276.2,4.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,155.7
004_Athlete_04,139.0,239.0,HIIT,0.45,89.7,174.0,,004_activity_042.fit,305.1,0.891,398.0,271.9,-5.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,230.4
004_Athlete_04,139.6,239.8,HIIT,0.45,,119.0,,004_activity_043.fit,305.1,0.877,379.0,267.5,7.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,152.4
004_Athlete_04,140.2,249.0,HIIT,0.45,,110.0,,004_activity_044.fit,305.1,0.937,400.0,285.8,6.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,160.9
004_Athlete_04,148.0,243.4,HIIT,0.45,,45.0,,004_activity_045.fit,305.1,0.915,395.0,279.0,1.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,62.7
004_Athlete_04,147.1,272.9,STEADY,0.5,,45.0,,004_activity_046.fit,305.1,0.982,399.0,299.7,6.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,72.4
004_Athlete_04,141.5,252.5,HIIT,0.45,98.3,124.0,,004_activity_047.fit,305.1,0.94,392.0,286.8,0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,182.6
004_Athlete_04,142.3,248.9,HIIT,0.45,,45.0,,004_activity_048.fit,305.1,0.925,397.0,282.1,2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,64.1
004_Athlete_04,142.7,248.9,HIIT,0.45,109.1,158.0,,004_activity_049.fit,305.1,0.919,400.0,280.3,8.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,222.3
004_Athlete_04,139.8,248.3,HIIT,0.45,101.1,140.0,,004_activity_050.fit,305.1,0.915,397.0,279.3,0.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,195.5
005_Athlete_05,134.5,249.1,HIIT,0.45,,102.0,,005_activity_001.fit,299.8,0.937,395.0,280.8,0.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,149.2
005_Athlete_05,138.5,240.6,HIIT,0.45,,76.0,,005_activity_002.fit,299.8,0.902,400.0,270.3,-3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,103.0
005_Athlete_05,136.3,264.3,HIIT,0.45,100.0,145.0,,005_activity_003.fit,299.8,0.98,399.0,293.9,-1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,232.3
005_Athlete_05,142.5,255.8,HIIT,0.45,90.0,147.0,,005_activity_004.fit,299.8,0.957,398.0,286.9,-4.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,224.4
005_Athlete_05,140.3,257.5,HIIT,0.45,,71.0,,005_activity_005.fit,299.8,0.965,396.0,289.2,0.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,110.1
005_Athlete_05,139.8,259.7,HIIT,0.45,96.2,123.0,,005_activity_006.fit,299.8,0.981,400.0,294.3,-1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,197.5
005_Athlete_05,139.2,264.0,HIIT,0.45,,63.0,,005_activity_007.fit,299.8,0.978,394.0,293.3,2.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,100.5
005_Athlete_05,143.3,255.8,HIIT,0.45,,113.0,,005_activity_008.fit,299.8,0.964,399.0,288.9,-1.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,174.9
005_Athlete_05,140.8,256.8,HIIT,0.45,,55.0,,005_activity_009.fit,299.8,0.968,394.0,290.3,15.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,85.9
005_Athlete_05,137.5,249.0,HIIT,0.45,,59.0,,005_activity_010.fit,299.8,0.936,396.0,280.8,5.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,86.2
005_Athlete_05,140.9,253.1,HIIT,0.45,100.7,166.0,,005_activity_011.fit,299.8,0.943,398.0,282.7,0.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,245.9
005_Athlete_05,141.5,242.8,HIIT,0.45,,107.0,,005_activity_012.fit,299.8,0.906,392.0,271.7,2.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,146.5
005_Athlete_05,138.8,244.6,HIIT,0.45,96.7,164.0,,005_activity_013.fit,299.8,0.93,399.0,278.8,0.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,236.3
005_Athlete_05,142.0,253.3,HIIT,0.45,101.9,168.0,,005_activity_014.fit,299.8,0.941,399.0,282.1,1.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,247.9
005_Athlete_05,142.5,265.3,HIIT,0.45,,69.0,,005_activity_015.fit,299.8,0.989,400.0,296.5,-1.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,112.4
005_Athlete_05,138.2,257.1,HIIT,0.45,,54.0,,005_activity_016.fit,299.8,0.965,390.0,289.3,-11.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,83.8
005_Athlete_05,137.9,242.7,HIIT,0.45,110.8,149.0,,005_activity_017.fit,299.8,0.924,400.0,276.9,4.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,211.8
005_Athlete_05,137.7,269.8,HIIT,0.45,119.2,152.0,,005_activity_018.fit,299.8,1.001,400.0,300.1,9.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,253.8
005_Athlete_05,138.7,243.1,HIIT,0.45,92.2,152.0,,005_activity_019.fit,299.8,0.925,399.0,277.2,-4.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,216.6
005_Athlete_05,138.5,250.6,HIIT,0.45,111.7,167.0,,005_activity_020.fit,299.8,0.945,400.0,283.4,5.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,248.7
005_Athlete_05,138.7,239.1,HIIT,0.45,,66.0,,005_activity_021.fit,299.8,0.893,398.0,267.8,-0.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,87.8
005_Athlete_05,140.4,236.6,HIIT,0.45,,80.0,,005_activity_022.fit,299.8,0.876,395.0,262.5,-4.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,102.2
005_Athlete_05,140.7,240.2,HIIT,0.45,,77.0,,005_activity_023.fit,299.8,0.914,388.0,273.9,4.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,107.1
005_Athlete_05,141.9,257.3,HIIT,0.45,88.8,161.0,,005_activity_024.fit,299.8,0.963,400.0,288.6,-6.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,248.7
005_Athlete_05,137.8,257.7,HIIT,0.45,,90.0,,005_activity_025.fit,299.8,0.968,400.0,290.1,1.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,140.4
005_Athlete_05,142.8,260.1,HIIT,0.45,,50.0,,005_activity_026.fit,299.8,0.982,399.0,294.4,-9.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,80.4
005_Athlete_05,139.7,248.8,HIIT,0.45,95.2,152.0,,005_activity_027.fit,299.8,0.94,399.0,282.0,-2.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,224.1
005_Athlete_05,141.4,244.9,HIIT,0.45,91.9,144.0,,005_activity_028.fit,299.8,0.931,400.0,279.0,-8.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,207.8
005_Athlete_05,139.4,251.6,HIIT,0.45,92.1,127.0,,005_activity_029.fit,299.8,0.934,395.0,280.1,-4.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,184.7
005_Athlete_05,143.6,245.1,HIIT,0.45,,84.0,,005_activity_030.fit,299.8,0.908,385.0,272.3,-8.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,115.5
005_Athlete_05,139.8,250.4,HIIT,0.45,,98.0,,005_activity_031.fit,299.8,0.943,395.0,282.7,-1.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,145.2
005_Athlete_05,140.5,236.5,HIIT,0.45,,55.0,,005_activity_032.fit,299.8,0.906,400.0,271.7,1.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,75.3
005_Athlete_05,142.3,277.0,STEADY,0.5,,50.0,,005_activity_033.fit,299.8,1.01,389.0,302.9,1.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,85.1
005_Athlete_05,138.4,260.9,HIIT,0.45,,87.0,,005_activity_034.fit,299.8,0.958,390.0,287.2,-2.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,133.1
005_Athlete_05,142.7,256.1,STEADY,0.5,,83.0,,005_activity_035.fit,299.8,0.939,400.0,281.5,1.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,sweet_spot,121.9
005_Athlete_05,138.6,232.9,HIIT,0.45,,105.0,,005_activity_036.fit,299.8,0.898,399.0,269.3,2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,141.2
005_Athlete_05,142.6,254.6,HIIT,0.45,,116.0,,005_activity_037.fit,299.8,0.954,397.0,286.2,-3.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,176.1
005_Athlete_05,137.9,254.5,HIIT,0.45,93.6,126.0,,005_activity_038.fit,299.8,0.946,400.0,283.5,-8.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,187.8
005_Athlete_05,142.9,250.8,HIIT,0.45,,113.0,,005_activity_039.fit,299.8,0.947,400.0,284.0,-4.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,169.0
005_Athlete_05,138.2,247.0,HIIT,0.45,95.3,173.0,,005_activity_040.fit,299.8,0.953,400.0,285.6,-2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,261.7
005_Athlete_05,140.6,254.3,HIIT,0.45,,52.0,,005_activity_041.fit,299.8,0.963,398.0,288.6,6.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,80.3
005_Athlete_05,138.5,259.6,HIIT,0.45,105.7,125.0,,005_activity_042.fit,299.8,0.971,400.0,291.2,2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,196.6
005_Athlete_05,140.1,246.8,HIIT,0.45,105.9,131.0,,005_activity_043.fit,299.8,0.92,398.0,275.8,7.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,184.8
005_Athlete_05,140.2,257.4,HIIT,0.45,,113.0,,005_activity_044.fit,299.8,0.959,397.0,287.5,-1.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,173.2
005_Athlete_05,142.0,251.1,HIIT,0.45,,107.0,,005_activity_045.fit,299.8,0.946,398.0,283.7,7.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,159.7
005_Athlete_05,138.8,261.1,HIIT,0.45,,118.0,,005_activity_046.fit,299.8,0.976,400.0,292.5,2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,187.2
005_Athlete_05,142.5,251.5,HIIT,0.45,97.2,168.0,,005_activity_047.fit,299.8,0.939,399.0,281.5,-3.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,246.8
005_Athlete_05,136.1,246.2,HIIT,0.45,,109.0,,005_activity_048.fit,299.8,0.918,399.0,275.1,3.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,152.9
005_Athlete_05,138.5,245.3,HIIT,0.45,106.5,173.0,,005_activity_049.fit,299.8,0.928,398.0,278.4,0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,248.6
005_Athlete_05,140.2,237.0,HIIT,0.45,104.0,137.0,,005_activity_050.fit,299.8,0.917,399.0,274.8,4.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,191.8
006_Athlete_06,139.5,261.0,STEADY,0.5,,92.0,,006_activity_001.fit,294.3,0.967,398.0,284.6,4.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,143.4
006_Athlete_06,139.4,259.4,HIIT,0.45,96.0,179.0,,006_activity_002.fit,294.3,0.988,400.0,290.9,-3.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,291.5
